pid,displayTitle,hasPart,dmDate,isMemberOfCollection,identifier,dpExtRef,restore_id,restore_md5,restore_filename,restore_filepath,restore_bytes,file_extension
umd:80048,"Football: University of Maryland (10) vs. Clemson University (14), fourth quarter, November 12, 1966",umd:89997,1966-11-12T05:00:00Z,umd:3391,19661112-fb-004-4qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=36b5de7aef0f45c,180,b05dce2b87af56fd33fbbe1537625dad,19661112-FB-004-4Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19661112-FB-004-4Qtr.mpg,1667526660,mpg
umd:80046,"Football: University of Maryland (10) vs. Clemson University (14), second quarter, November 12, 1966",umd:89995,1966-11-12T05:00:00Z,umd:3391,19661112-fb-002-2qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=61c07b25f9c548b,204,964edc196e9263f33ea4874c0687e2b0,19661112-FB-002-2Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19661112-FB-002-2Qtr.mpg,1612455940,mpg
umd:80047,"Football: University of Maryland (10) vs. Clemson University (14), third quarter, November 12, 1966",umd:89996,1966-11-12T05:00:00Z,umd:3391,19661112-fb-003-3qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=65a0ed766fc24c4,278,631234c6255aceab1f4b00a1cc6c537f,19661112-FB-003-3Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19661112-FB-003-3Qtr.mpg,1421355012,mpg
umd:80045,"Football: University of Maryland (10) vs. Clemson University (14), first quarter, November 12, 1966",umd:89994,1966-11-12T05:00:00Z,umd:3391,19661112-fb-001-1qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=089c64a34aa94f0,301,ccc50ce8a6ff34745b3d4455a487b758,19661112-FB-001-1Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19661112-FB-001-1Qtr.mpg,2391566340,mpg
umd:80067,"Football: University of Maryland (30) vs. Duke University (10), first half, defense, October 27, 1973",umd:90010,1973-10-27T05:00:00Z,umd:3391,19731027-FB-001-1Half,http://streamer.lib.umd.edu/ssdcms/i.do?u=e09be4d6208b43d,95,ba340b6b25d56041deae6063c896ba1c,19731027-FB-001-1Half.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19731027-FB-001-1Half.mpg,1941043204,mpg
umd:80069,"Football: University of Maryland (30) vs. Duke University (10), second half, defense, October 27, 1973",umd:90011,1973-10-27T05:00:00Z,umd:3391,19731027-FB-002-2Half,http://streamer.lib.umd.edu/ssdcms/i.do?u=1717ddb9e412470,207,2f1592099bf417f40105f09529fc9f99,19731027-FB-002-2Half.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19731027-FB-002-2Half.mpg,1818722308,mpg
umd:80051,"Football: University of Maryland (0) vs. Clemson University (16), second quarter, November 9, 1968",umd:90000,1968-11-09T05:00:00Z,umd:3391,19681109-fb-002-2qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=6f2fbf2aa6d0494,114,9e1bfe56c4a75200f1b4dbe8f857f4d3,19681109-FB-002-2Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19681109-FB-002-2Qtr.mpg,1955289092,mpg
umd:80049,"Football: University of Maryland (0) vs. Clemson University (16), fourth quarter, November 9, 1968",umd:89998,1968-11-09T05:00:00Z,umd:3391,19681109-fb-004-4qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=1396b0041b20465,140,109a68c741877278ce9a1203582a51d1,19681109-FB-004-4Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19681109-FB-004-4Qtr.mpg,1959884804,mpg
umd:80052,"Football: University of Maryland (0) vs. Clemson University (16), third quarter, November 9, 1968",umd:90001,1968-11-09T05:00:00Z,umd:3391,19681109-fb-003-3qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=4b8e047667b6447,144,c3dadd6710e68b6f15dc14064617ce83,19681109-FB-003-3Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19681109-FB-003-3Qtr.mpg,1934071812,mpg
umd:80050,"Football: University of Maryland (0) vs. Clemson University (16), first quarter, November 9, 1968",umd:89999,1968-11-09T05:00:00Z,umd:3391,19681109-fb-001-1qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=38adb7835e4f4f1,84,0f75a875399fcf76d3a598b9a655c72a,19681109-FB-001-1Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19681109-FB-001-1Qtr.mpg,1829828612,mpg
umd:80053,"Football: University of Maryland (31) vs. Clemson University (6), first quarter, November 11, 1972",umd:90002,1972-11-11T05:00:00Z,umd:3391,19721111-FB-001-1Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=a42e1312fbc540b,186,9647c9325d5dfdea71d4207fe396d706,19721111-FB-001-1Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19721111-FB-001-1Qtr.mpg,1841776644,mpg
umd:79886,"Football: University of Maryland (13) vs. the University of South Carolina (11), third quarter, October 27, 1962",umd:89938,1962-10-27T05:00:00Z,umd:3391,19621027-FB-003-3Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=fee269ccf89746f,722,8cd37ae03be0a2652c25243daf66d584,19621027-FB-003-3Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19621027-FB-003-3Qtr.mpg,1536704516,mpg
umd:79885,"Football: University of Maryland (13) vs. the University of South Carolina (11), second quarter, October 27, 1962",umd:89937,1962-10-27T05:00:00Z,umd:3391,19621027-FB-002-2Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=e4ed745e5dce4e1,743,d4d1d1d6512ff5aa21975434b2759052,19621027-FB-002-2Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19621027-FB-002-2Qtr.mpg,1915920388,mpg
umd:79884,"Football: University of Maryland (13) vs. the University of South Carolina (11), first quarter, October 27, 1962",umd:89936,1962-10-27T05:00:00Z,umd:3391,19621027-FB-001-1Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=18bedcef6576434,684,8126c7434e97b25a707b9c5829925495,19621027-FB-001-1Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19621027-FB-001-1Qtr.mpg,1492740100,mpg
umd:79965,"Football: University of Maryland (10) vs. University of North Carolina (9), first quarter, October 17, 1964",umd:89975,1964-10-17T05:00:00Z,umd:3391,19641017-FB-001-1Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=bd202a9b2653425,692,6b1dc6757bcb19199c4bd74e324b960a,19641017-FB-001-1Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19641017-FB-001-1Qtr.mpg,1723670532,mpg
umd:79969,"Football: University of Maryland (24) vs. University of South Carolina (6), third quarter, September 26, 1964",umd:89979,1964-09-26T05:00:00Z,umd:3391,19640926-FB-003-3Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=daffa68fd8ea46f,738,b52736ec714d3e08f0ac97cb12fcc1e9,19640926-FB-003-3Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19640926-FB-003-3Qtr.mpg,1476884484,mpg
umd:79933,"Football: University of Maryland (7) vs. Duke University (10), first quarter, November 10, 1962",umd:89944,1962-11-10T05:00:00Z,umd:3391,19621110-FB-001-1Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=59cef031ec8441b,663,06236f331102f2d3cc42bb4b704830e6,19621110-FB-001-1Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19621110-FB-001-1Qtr.mpg,1248253956,mpg
umd:79932,"Football: University of Maryland (13) vs. Wake Forest University (2), fourth quarter, September 29, 1962",umd:89943,1962-09-29T05:00:00Z,umd:3391,19620929-FB-004-4Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=4e67ce337e5d444,735,88be016b0ac95579c1544c4757855b89,19620929-FB-004-4Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19620929-FB-004-4Qtr.mpg,1291528196,mpg
umd:79929,"Football: University of Maryland (13) vs. Wake Forest University (2), first quarter, September 29, 1962",umd:89940,1962-09-29T05:00:00Z,umd:3391,19620929-FB-001-1Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=485d3bebd4fa4d2,806,2bdf764c4a469bc1cf70c224e23e2fba,19620929-FB-001-1Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19620929-FB-001-1Qtr.mpg,1517172740,mpg
umd:79931,"Football: University of Maryland (13) vs. Wake Forest University (2), third quarter, September 29, 1962",umd:89942,1962-09-29T05:00:00Z,umd:3391,19620929-FB-003-3Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=c57d9898115648e,739,bd5124049a13a67c5a52884cc2a49644,19620929-FB-003-3Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19620929-FB-003-3Qtr.mpg,1520390148,mpg
umd:79930,"Football: University of Maryland (13) vs. Wake Forest University (2), second quarter, September 29, 1962",umd:89941,1962-09-29T05:00:00Z,umd:3391,19620929-FB-002-2Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=859e447a5395456,679,1718defadc64274e30b9792fdd96e4b2,19620929-FB-002-2Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19620929-FB-002-2Qtr.mpg,1870346244,mpg
umd:79875,"Football: University of Maryland (10) vs. the University of South Carolina (20), third quarter, October 28, 1961",umd:89927,1961-10-28T05:00:00Z,umd:3391,19611028-FB-007-3Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=df11fd00aa2348c,801,15311b6654fa5e1d00a002ad73db6046,19611028-FB-007-3Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19611028-FB-007-3Qtr.mpg,1417218052,mpg
umd:79968,"Football: University of Maryland (24) vs. University of South Carolina (6), second quarter, September 26, 1964",umd:89978,1964-09-26T05:00:00Z,umd:3391,19640926-FB-002-2Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=32085d1881934d4,823,68306901db6604618d009af65d5d0d98,19640926-FB-002-2Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19640926-FB-002-2Qtr.mpg,2340937732,mpg
umd:79967,"Football: University of Maryland (24) vs. University of South Carolina (6), first quarter, September 26, 1964",umd:89977,1964-09-26T05:00:00Z,umd:3391,19640926-FB-001-1Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=03715093edc14bb,672,c5bbc20a03c4cb9e4bcb0f7ca1035470,19640926-FB-001-1Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19640926-FB-001-1Qtr.mpg,1750171652,mpg
umd:79966,"Football: University of Maryland (17) vs. Wake Forest University (21), first quarter, October 24, 1964",umd:89976,1964-10-24T05:00:00Z,umd:3391,19641024-FB-001-1Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=910ad6e240c34d4,813,658833aab2150db10eb5d87a1662d26d,19641024-FB-001-1Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19641024-FB-001-1Qtr.mpg,2098518020,mpg
umd:79964,"Football: University of Maryland (17) vs. Duke University (24), fourth quarter, October 10, 1964",umd:89974,1964-10-10T05:00:00Z,umd:3391,19641010-FB-004-4Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=4cc2e1d3dac648b,702,6b5bab152d4ab629da53f57aad8371ed,19641010-FB-004-4Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19641010-FB-004-4Qtr.mpg,1800110084,mpg
umd:79962,"Football: University of Maryland (17) vs. Duke University (24), second quarter, October 10, 1964",umd:89972,1964-10-10T05:00:00Z,umd:3391,19641010-FB-002-2Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=8b05d3537f37461,765,8f2ea72b2cb463d68f12d8eee4cc0088,19641010-FB-002-2Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19641010-FB-002-2Qtr.mpg,2083506180,mpg
umd:79961,"Football: University of Maryland (17) vs. Duke University (24), first quarter, October 10, 1964",umd:89971,1964-10-10T05:00:00Z,umd:3391,19641010-FB-001-1Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=264d6c11f5034c6,774,80833a3e39f0209c091658a605aa9c04,19641010-FB-001-1Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19641010-FB-001-1Qtr.mpg,1900523524,mpg
umd:79963,"Football: University of Maryland (17) vs. Duke University (24), third quarter, October 10, 1964",umd:89973,1964-10-10T05:00:00Z,umd:3391,19641010-FB-003-3Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=c009c26fe829457,802,6d87ad97c4f16a532d922e5cd58632ea,19641010-FB-003-3Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19641010-FB-003-3Qtr.mpg,1495728132,mpg
umd:79887,"Football: University of Maryland (13) vs. the University of South Carolina (11), fourth quarter, October 27, 1962",umd:89939,1962-10-27T05:00:00Z,umd:3391,19621027-FB-004-4Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=b2b25b1f74c945f,751,3abc6be9e42a555a54c54ca51cef9ea0,19621027-FB-004-4Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19621027-FB-004-4Qtr.mpg,1495728132,mpg
umd:79881,"Football: University of Maryland (40) vs. the University of Virginia (18), second quarter, November 24, 1962",umd:89933,1962-11-24T05:00:00Z,umd:3391,19621124-FB-002-2Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=20ed3ed9f2c342d,798,ff01c319bc569cccc00c072153c0ccb2,19621124-FB-002-2Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19621124-FB-002-2Qtr.mpg,1682462724,mpg
umd:79880,"Football: University of Maryland (40) vs. the University of Virginia (18), first quarter, November 24, 1962",umd:89932,1962-11-24T05:00:00Z,umd:3391,19621124-FB-001-1Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=a5e61b0ff7fd4e8,766,7412311251db103daefb63f6e2d19c01,19621124-FB-001-1Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19621124-FB-001-1Qtr.mpg,1572397060,mpg
umd:79883,"Football: University of Maryland (40) vs. the University of Virginia (18), fourth quarter, November 24, 1962",umd:89935,1962-11-24T05:00:00Z,umd:3391,19621124-FB-004-4Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=148faf49a31d44c,664,6d20a0207d280065e7a0c649e9965a64,19621124-FB-004-4Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19621124-FB-004-4Qtr.mpg,2146848772,mpg
umd:79882,"Football: University of Maryland (40) vs. the University of Virginia (18), third quarter, November 24, 1962",umd:89934,1962-11-24T05:00:00Z,umd:3391,19621124-FB-003-3Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=881d739ea123479,678,180368bd5ee645a293688c8df2978dfa,19621124-FB-003-3Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19621124-FB-003-3Qtr.mpg,1616132100,mpg
umd:79877,"Football: University of Maryland (10) vs. Wake Forest University (7), second quarter, November 18, 1961",umd:89929,1961-11-18T05:00:00Z,umd:3391,19611118-FB-002-2Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=91c669f703ff439,680,fd57331d2024c952c97c357d6d4f3070,19611118-FB-002-2Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19611118-FB-002-2Qtr.mpg,1357385732,mpg
umd:79878,"Football: University of Maryland (10) vs. Wake Forest University (7), third quarter, November 18, 1961",umd:89930,1961-11-18T05:00:00Z,umd:3391,19611118-FB-003-3Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=082e15d03f5f41b,681,0657475a18f4e5a9b85fdcfcb112a10b,19611118-FB-003-3Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19611118-FB-003-3Qtr.mpg,1367969796,mpg
umd:79876,"Football: University of Maryland (10) vs. Wake Forest University (7), first quarter, November 18, 1961",umd:89928,1961-11-18T05:00:00Z,umd:3391,19611118-FB-001-1Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=aa3cfb5ce9c2462,773,fda6d4811846bcbb4d298a93910b4dc0,19611118-FB-001-1Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19611118-FB-001-1Qtr.mpg,1621417988,mpg
umd:79879,"Football: University of Maryland (10) vs. Wake Forest University (7), fourth quarter, November 18, 1961",umd:89931,1961-11-18T05:00:00Z,umd:3391,19611118-FB-004-4Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=5994867f0e6e482,785,260593e997581ec8ef9daebb795b109c,19611118-FB-004-4Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-08-20/Maryland_mpg2_master/Maryland_mpg2_Batch1/19611118-FB-004-4Qtr.mpg,1389568004,mpg
umd:80310,"Football: University of Maryland (10) vs. University of North Carolina (12), second quarter, October 16, 1965",umd:90045,1965-10-16T05:00:00Z,umd:3391,19651016-fb-002-2qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=5330c380fdea4cf,267,42a048162d4fbef87a1263fd9c8b0bed,19651016-FB-002-2Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19651016-FB-002-2Qtr.mpg,1593843716,mpg
umd:80312,"Football: University of Maryland (10) vs. University of North Carolina (12), fourth quarter, October 16, 1965",umd:90047,1965-10-16T05:00:00Z,umd:3391,19651016-fb-004-4qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=510f4a723a934d5,93,a08632e074a6b97f6cbc3d9ef4edc5f8,19651016-FB-004-4Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19651016-FB-004-4Qtr.mpg,1771081732,mpg
umd:80311,"Football: University of Maryland (10) vs. University of North Carolina (12), third quarter, October 16, 1965",umd:90046,1965-10-16T05:00:00Z,umd:3391,19651016-fb-003-3qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=b01dcefd8478440,69,95c696fc4241196879d65d96330c3768,19651016-FB-003-3Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19651016-FB-003-3Qtr.mpg,1571018756,mpg
umd:80307,"Football: University of Maryland (27) vs. United States Naval Academy (Navy) (22), second quarter, November 7, 1964",umd:90042,1964-11-07T05:00:00Z,umd:3391,19641107-FB-002-2Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=aaecb0c19e3c47e,199,28d1435a09f05d36aac7478bae3eb39f,19641107-FB-002-2Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19641107-FB-002-2Qtr.mpg,1580210180,mpg
umd:80309,"Football: University of Maryland (27) vs. United States Naval Academy (Navy) (22), fourth quarter, November 7, 1964",umd:90044,1964-11-07T05:00:00Z,umd:3391,19641107-fb-004-4qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=6223e37ba7d64c8,111,22d1b687c1d4e544c4c5522092e91342,19641107-FB-004-4Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19641107-FB-004-4Qtr.mpg,1825923076,mpg
umd:80283,"Football: University of Maryland (30) vs. Duke University (3), second quarter, October 23, 1976",umd:90018,1976-10-23T05:00:00Z,umd:3391,19761023-FB-002-2Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=e295bfa2695f41e,96,24cd35a42c9528fb1530e1f395dbe607,19761023-FB-002-2Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19761023-FB-002-2Qtr.mpg,1748332548,mpg
umd:80284,"Football: University of Maryland (30) vs. Duke University (3), third quarter, October 23, 1976",umd:90019,1976-10-23T05:00:00Z,umd:3391,19761023-FB-003-3Qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=6af5eb9bf19b4f3,276,cca48b3a93a9f8b85c06a97460d36d46,19761023-FB-003-3Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19761023-FB-003-3Qtr.mpg,1790230532,mpg
umd:80474,"Football: University of Maryland (7) vs. Syracuse University (28), fourth quarter, October 1, 1966",umd:90152,1966-10-01T05:00:00Z,umd:3391,19661001-fb-004-4qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=f15ed64e6755447,151,a65f628ec73d5baab9bab2e3e7ecf465,19661001-FB-004-4Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19661001-FB-004-4Qtr.mpg,1842925572,mpg
umd:80471,"Football: University of Maryland (7) vs. Syracuse University (28), first quarter, October 1, 1966",umd:90149,1966-10-01T05:00:00Z,umd:3391,19661001-fb-001-1qtr,http://streamer.lib.umd.edu/ssdcms/i.do?u=da12fcf01bce460,184,b72721f4e6157d02f7fab8c71d3cfbb9,19661001-FB-001-1Qtr.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19661001-FB-001-1Qtr.mpg,1913393156,mpg
umd:80475,"Football: University of Maryland (24) vs. Syracuse University (9), highlights, October 14, 1978",umd:90153,1978-10-14T05:00:00Z,umd:3391,19781014-FB-005-High,http://streamer.lib.umd.edu/ssdcms/i.do?u=fc89c76a1acc4b5,104,bf8f4e0d34dabe5f67b31ff0a8b7dfaa,19781014-FB-005-High.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19781014-FB-005-High.mpg,208035844,mpg
umd:80724,"Football: University of Maryland (28) vs. Virginia Military Institute (16), second half defense, September 23, 1972",umd:90205,1972-09-23T05:00:00Z,umd:3391,19720923-FB-004-2Half,http://streamer.lib.umd.edu/ssdcms/i.do?u=38a335f65dd442d,218,26d4ee74c00645909ee9d26c593cd39e,19720923-FB-004-2Half.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19720923-FB-004-2Half.mpg,1654583300,mpg
umd:80725,"Football: University of Maryland (28) vs. Virginia Military Institute (16), second half offense, September 23, 1972",umd:90206,1972-09-23T05:00:00Z,umd:3391,19720923-FB-006-2Half,http://streamer.lib.umd.edu/ssdcms/i.do?u=9dff4901551440e,101,ebd4807b0e834549d2b58cd929354c00,19720923-FB-006-2Half.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19720923-FB-006-2Half.mpg,952373252,mpg
umd:80722,"Football: University of Maryland (28) vs. Virginia Military Institute (16), first half offense, September 23, 1972",umd:90203,1972-09-23T05:00:00Z,umd:3391,19720923-FB-001-1Half,http://streamer.lib.umd.edu/ssdcms/i.do?u=f827f45c5cca4c4,247,7db007a89cf5b3f3447d0da74f934a4c,19720923-FB-001-1Half.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19720923-FB-001-1Half.mpg,1883213828,mpg
umd:80723,"Football: University of Maryland (28) vs. Virginia Military Institute (16), first half defense, September 23, 1972",umd:90204,1972-09-23T05:00:00Z,umd:3391,19720923-FB-008-1Half,http://streamer.lib.umd.edu/ssdcms/i.do?u=78be807326224f9,136,8281968dab7891c75530a059d62b96e6,19720923-FB-008-1Half.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19720923-FB-008-1Half.mpg,1135200260,mpg
umd:80729,"Football: University of Maryland (23) vs. Wake Forest University (0), second half defense, October 7, 1972",umd:90210,1972-10-07T05:00:00Z,umd:3391,19721007-FB-004-2Half,http://streamer.lib.umd.edu/ssdcms/i.do?u=c867b4a1f75b4d7,57,8fb201dc477376a1878bbe0d9b5605fe,19721007-FB-004-2Half.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19721007-FB-004-2Half.mpg,1885741060,mpg
umd:80728,"Football: University of Maryland (23) vs. Wake Forest University (0), second half offense, October 7, 1972",umd:90209,1972-10-07T05:00:00Z,umd:3391,19721007-FB-002-2Half,http://streamer.lib.umd.edu/ssdcms/i.do?u=5aea87ad09c34da,280,073d98ac0c36cf7e1065fe76bbcfa305,19721007-FB-002-2Half.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19721007-FB-002-2Half.mpg,1643323396,mpg
umd:80726,"Football: University of Maryland (23) vs. Wake Forest University (0), first half defense, October 7, 1972",umd:90207,1972-10-07T05:00:00Z,umd:3391,19721007-FB-003-1Half,http://streamer.lib.umd.edu/ssdcms/i.do?u=03708d6efc6a4db,269,c44f47edece63ef3cc9c627ad2cf4fb8,19721007-FB-003-1Half.mpg,/libr/archives/footballfilmsexport/FootballFilmMpeg2_07272011/2010-11-29/MasterQC'd/19721007-FB-003-1Half.mpg,1693722628,mpg
